open_time,open,high,low,close,volume
2025-12-29 23:17:00,87361.54,87361.54,87341.64,87341.65,3.76352
2025-12-29 23:18:00,87341.64,87361.26,87335.38,87335.39,8.96365
2025-12-29 23:19:00,87335.38,87335.39,87325.29,87335.39,2.00181
2025-12-29 23:20:00,87335.38,87335.38,87332.35,87332.36,1.92804
2025-12-29 23:21:00,87332.35,87332.36,87332.35,87332.36,1.0977
2025-12-29 23:22:00,87332.35,87350.0,87332.35,87350.0,5.48349
2025-12-29 23:23:00,87349.99,87350.0,87349.99,87349.99,1.2628
2025-12-29 23:24:00,87350.0,87350.0,87329.07,87329.08,2.92792
2025-12-29 23:25:00,87329.08,87329.08,87329.07,87329.08,1.92203
2025-12-29 23:26:00,87329.07,87329.08,87322.0,87322.0,1.97382
2025-12-29 23:27:00,87322.01,87322.01,87302.17,87302.18,2.02689
2025-12-29 23:28:00,87302.18,87302.18,87240.98,87240.98,15.71705
2025-12-29 23:29:00,87240.98,87240.98,87200.01,87206.15,5.14927
2025-12-29 23:30:00,87206.15,87234.92,87206.14,87234.91,5.81629
2025-12-29 23:31:00,87234.92,87245.38,87234.91,87245.37,0.9215
2025-12-29 23:32:00,87245.37,87269.98,87245.37,87269.98,4.59105
2025-12-29 23:33:00,87269.98,87269.98,87247.76,87247.77,3.18478
2025-12-29 23:34:00,87247.76,87247.77,87247.76,87247.76,0.85586
2025-12-29 23:35:00,87247.77,87247.77,87229.62,87229.63,3.4806
2025-12-29 23:36:00,87229.62,87229.63,87229.62,87229.63,0.53032
2025-12-29 23:37:00,87229.63,87229.63,87229.62,87229.62,0.51285
2025-12-29 23:38:00,87229.63,87231.84,87229.62,87231.84,0.9461
2025-12-29 23:39:00,87231.84,87231.84,87192.91,87192.91,3.59801
2025-12-29 23:40:00,87192.92,87192.92,87188.0,87188.01,4.02998
2025-12-29 23:41:00,87188.0,87205.45,87188.0,87193.65,2.19388
2025-12-29 23:42:00,87193.66,87209.88,87193.65,87209.87,0.76231
2025-12-29 23:43:00,87209.87,87221.86,87209.87,87221.85,6.43734
2025-12-29 23:44:00,87221.86,87221.86,87221.85,87221.86,0.90199
2025-12-29 23:45:00,87221.86,87221.86,87210.43,87210.44,5.42542
2025-12-29 23:46:00,87210.43,87210.44,87210.43,87210.44,2.31539
2025-12-29 23:47:00,87210.44,87210.44,87210.43,87210.44,0.73843
2025-12-29 23:48:00,87210.44,87238.06,87210.43,87221.39,7.59214
2025-12-29 23:49:00,87221.39,87221.39,87219.57,87219.57,1.37455
2025-12-29 23:50:00,87219.57,87219.58,87219.57,87219.57,0.88326
2025-12-29 23:51:00,87219.57,87233.09,87219.57,87233.09,2.89326
2025-12-29 23:52:00,87233.09,87239.99,87233.08,87239.99,1.37295
2025-12-29 23:53:00,87239.98,87257.15,87239.98,87257.14,1.4908
2025-12-29 23:54:00,87257.14,87257.15,87257.14,87257.14,2.08317
2025-12-29 23:55:00,87257.14,87257.15,87257.14,87257.15,0.42906
2025-12-29 23:56:00,87257.14,87257.15,87257.14,87257.15,0.44924
2025-12-29 23:57:00,87257.14,87261.92,87257.14,87261.91,1.24214
2025-12-29 23:58:00,87261.92,87261.92,87244.08,87244.09,4.96468
2025-12-29 23:59:00,87244.09,87244.09,87237.13,87237.13,3.62385
2025-12-30 00:00:00,87237.13,87276.32,87226.14,87253.58,26.57385
2025-12-30 00:01:00,87253.59,87262.32,87253.58,87262.32,2.07193
2025-12-30 00:02:00,87262.32,87275.43,87262.31,87275.43,2.95631
2025-12-30 00:03:00,87275.43,87308.09,87275.43,87286.81,7.2903
2025-12-30 00:04:00,87286.8,87286.81,87264.27,87264.28,3.76389
2025-12-30 00:05:00,87264.28,87264.28,87228.0,87238.18,3.79504
2025-12-30 00:06:00,87238.18,87247.16,87202.54,87202.55,4.76214
2025-12-30 00:07:00,87202.55,87273.95,87202.54,87273.95,2.97237
2025-12-30 00:08:00,87273.95,87302.53,87273.95,87302.53,7.63554
2025-12-30 00:09:00,87302.53,87313.69,87293.31,87304.06,4.36706
2025-12-30 00:10:00,87304.06,87338.48,87304.06,87334.69,3.06664
2025-12-30 00:11:00,87334.69,87335.54,87311.12,87330.46,2.85738
2025-12-30 00:12:00,87330.46,87330.47,87309.33,87309.34,0.89787
2025-12-30 00:13:00,87309.33,87309.34,87297.67,87297.67,1.01102
2025-12-30 00:14:00,87297.68,87306.41,87297.67,87302.24,2.54747
2025-12-30 00:15:00,87302.24,87315.35,87292.64,87315.34,2.27016
2025-12-30 00:16:00,87315.35,87359.4,87315.34,87349.9,4.8637
2025-12-30 00:17:00,87349.91,87349.91,87337.03,87337.03,0.98527
2025-12-30 00:18:00,87337.03,87337.04,87331.17,87334.97,3.39018
2025-12-30 00:19:00,87334.97,87334.97,87315.68,87315.68,2.52637
2025-12-30 00:20:00,87315.69,87315.69,87296.47,87296.47,1.05774
2025-12-30 00:21:00,87296.48,87312.7,87296.47,87312.7,1.57003
2025-12-30 00:22:00,87312.7,87312.7,87312.69,87312.69,0.58357
2025-12-30 00:23:00,87312.7,87312.7,87312.69,87312.69,0.60218
2025-12-30 00:24:00,87312.7,87343.48,87312.69,87341.47,2.00233
2025-12-30 00:25:00,87341.48,87341.48,87341.47,87341.48,0.77225
2025-12-30 00:26:00,87341.48,87347.83,87341.47,87347.83,0.94266
2025-12-30 00:27:00,87347.83,87347.83,87342.61,87342.61,1.569
2025-12-30 00:28:00,87342.62,87342.62,87321.62,87321.63,1.54596
2025-12-30 00:29:00,87321.62,87321.63,87300.0,87300.0,6.14893
2025-12-30 00:30:00,87300.0,87300.01,87242.0,87242.01,2.91588
2025-12-30 00:31:00,87242.01,87282.93,87242.0,87264.6,6.41589
2025-12-30 00:32:00,87264.59,87264.59,87230.68,87230.69,1.5266
2025-12-30 00:33:00,87230.68,87230.68,87132.0,87164.45,12.67656
2025-12-30 00:34:00,87164.45,87177.0,87122.33,87177.0,4.67178
2025-12-30 00:35:00,87176.99,87177.0,87150.0,87175.42,3.52211
2025-12-30 00:36:00,87175.42,87186.0,87154.48,87154.49,2.1404
2025-12-30 00:37:00,87154.49,87169.36,87154.48,87159.27,1.53855
2025-12-30 00:38:00,87159.27,87168.92,87109.7,87113.44,8.79605
2025-12-30 00:39:00,87113.44,87136.15,87105.09,87112.8,12.37502
2025-12-30 00:40:00,87112.8,87134.87,87112.8,87134.87,4.25285
2025-12-30 00:41:00,87134.87,87147.93,87134.86,87136.16,1.36861
2025-12-30 00:42:00,87136.16,87136.16,87112.8,87115.61,2.66727
2025-12-30 00:43:00,87115.61,87130.18,87115.6,87130.17,0.47774
2025-12-30 00:44:00,87130.18,87134.8,87130.17,87134.8,1.57075
2025-12-30 00:45:00,87134.8,87195.39,87134.79,87192.63,4.31675
2025-12-30 00:46:00,87192.63,87192.64,87160.62,87160.62,6.61935
2025-12-30 00:47:00,87160.62,87174.07,87160.28,87174.07,5.94367
2025-12-30 00:48:00,87174.07,87221.86,87174.06,87220.51,5.60134
2025-12-30 00:49:00,87220.51,87220.52,87214.08,87214.09,1.31031
2025-12-30 00:50:00,87214.08,87230.72,87214.08,87230.72,1.57931
2025-12-30 00:51:00,87230.72,87230.72,87224.86,87224.87,1.43721
2025-12-30 00:52:00,87224.86,87243.95,87224.86,87240.21,4.56264
2025-12-30 00:53:00,87240.2,87240.21,87230.74,87230.75,1.39135
2025-12-30 00:54:00,87230.75,87230.75,87230.74,87230.75,1.04301
2025-12-30 00:55:00,87230.75,87269.1,87230.74,87269.1,7.77131
2025-12-30 00:56:00,87269.09,87269.1,87269.09,87269.1,0.74357
2025-12-30 00:57:00,87269.09,87269.09,87250.22,87250.22,2.3928
2025-12-30 00:58:00,87250.22,87250.23,87240.01,87240.01,8.21981
2025-12-30 00:59:00,87240.01,87250.23,87240.01,87250.23,3.26301
2025-12-30 01:00:00,87250.22,87250.23,87225.13,87225.13,8.94006
2025-12-30 01:01:00,87225.14,87225.14,87200.01,87200.02,7.82194
2025-12-30 01:02:00,87200.01,87209.8,87163.12,87163.12,6.91334
2025-12-30 01:03:00,87163.12,87163.97,87152.22,87163.97,2.84872
2025-12-30 01:04:00,87163.97,87167.06,87163.96,87167.06,0.72306
2025-12-30 01:05:00,87167.06,87167.06,87167.04,87167.05,2.74602
2025-12-30 01:06:00,87167.05,87177.0,87167.04,87177.0,2.28045
2025-12-30 01:07:00,87177.0,87185.76,87176.99,87185.76,3.64749
2025-12-30 01:08:00,87185.76,87198.97,87185.75,87195.21,6.39616
2025-12-30 01:09:00,87195.22,87195.22,87190.84,87190.84,3.58544
2025-12-30 01:10:00,87190.84,87204.85,87187.84,87204.84,3.46519
2025-12-30 01:11:00,87204.84,87245.98,87204.84,87245.98,6.33402
2025-12-30 01:12:00,87245.97,87283.81,87245.97,87277.99,5.20862
2025-12-30 01:13:00,87278.0,87278.0,87244.47,87244.48,2.67774
2025-12-30 01:14:00,87244.47,87244.48,87223.12,87223.13,1.24399
2025-12-30 01:15:00,87223.12,87223.13,87185.73,87185.74,2.62872
2025-12-30 01:16:00,87185.74,87216.52,87185.73,87216.52,0.85894
2025-12-30 01:17:00,87216.52,87244.22,87216.51,87244.22,1.24398
2025-12-30 01:18:00,87244.21,87276.25,87244.21,87276.25,2.1042
2025-12-30 01:19:00,87276.24,87292.65,87276.24,87292.65,3.01688
2025-12-30 01:20:00,87292.65,87292.65,87273.25,87273.25,12.3583
2025-12-30 01:21:00,87273.26,87273.26,87247.09,87247.1,2.23562
2025-12-30 01:22:00,87247.09,87247.1,87247.09,87247.09,1.14778
2025-12-30 01:23:00,87247.1,87263.12,87247.09,87263.12,2.01969
2025-12-30 01:24:00,87263.12,87263.12,87249.6,87249.61,4.23667
2025-12-30 01:25:00,87249.6,87249.61,87228.58,87228.59,1.31638
2025-12-30 01:26:00,87228.58,87252.57,87228.58,87252.56,1.65465
2025-12-30 01:27:00,87252.57,87252.57,87235.57,87235.58,6.77295
2025-12-30 01:28:00,87235.58,87235.58,87192.63,87192.63,6.94091
2025-12-30 01:29:00,87192.63,87192.64,87192.63,87192.63,2.89925
2025-12-30 01:30:00,87192.64,87222.85,87192.64,87222.85,1.45995
2025-12-30 01:31:00,87222.85,87222.85,87214.61,87214.61,1.59468
2025-12-30 01:32:00,87214.61,87214.62,87214.61,87214.62,0.54339
2025-12-30 01:33:00,87214.62,87214.62,87160.3,87160.31,14.50927
2025-12-30 01:34:00,87160.3,87160.31,87150.0,87150.08,5.75057
2025-12-30 01:35:00,87150.08,87157.7,87150.0,87157.7,0.94344
2025-12-30 01:36:00,87157.69,87157.7,87117.87,87128.96,11.90821
2025-12-30 01:37:00,87128.96,87147.87,87128.95,87147.86,0.71815
2025-12-30 01:38:00,87147.86,87183.67,87147.86,87183.66,2.10946
2025-12-30 01:39:00,87183.66,87214.0,87171.39,87213.99,6.38744
2025-12-30 01:40:00,87214.0,87234.34,87213.99,87234.34,1.2611
2025-12-30 01:41:00,87234.34,87259.31,87234.33,87258.43,2.9221
2025-12-30 01:42:00,87258.43,87277.34,87258.43,87259.43,5.68111
2025-12-30 01:43:00,87259.42,87272.32,87259.42,87272.31,1.47643
2025-12-30 01:44:00,87272.32,87272.32,87272.31,87272.32,0.6212
2025-12-30 01:45:00,87272.31,87292.65,87272.31,87273.94,5.74719
2025-12-30 01:46:00,87273.95,87317.89,87273.94,87316.59,7.15968
2025-12-30 01:47:00,87316.6,87344.0,87316.59,87327.17,4.68856
2025-12-30 01:48:00,87327.18,87356.62,87327.15,87335.0,6.05597
2025-12-30 01:49:00,87335.0,87335.0,87301.04,87301.05,3.21431
2025-12-30 01:50:00,87301.05,87329.37,87301.04,87329.36,3.93589
2025-12-30 01:51:00,87329.36,87329.47,87300.0,87300.0,13.19725
2025-12-30 01:52:00,87300.0,87300.01,87292.64,87292.65,0.95812
2025-12-30 01:53:00,87292.64,87343.63,87292.64,87339.98,4.61784
2025-12-30 01:54:00,87339.98,87339.99,87335.47,87335.48,2.13898
2025-12-30 01:55:00,87335.48,87335.48,87304.82,87304.82,3.41078
2025-12-30 01:56:00,87304.81,87304.81,87292.64,87299.69,1.72536
2025-12-30 01:57:00,87299.7,87312.69,87299.69,87308.23,3.1111
2025-12-30 01:58:00,87308.23,87308.24,87292.62,87292.64,2.4436
2025-12-30 01:59:00,87292.64,87308.23,87292.63,87308.23,3.02106
2025-12-30 02:00:00,87308.23,87324.76,87259.78,87259.78,5.53441
2025-12-30 02:01:00,87259.79,87259.79,87244.41,87244.41,7.23579
2025-12-30 02:02:00,87244.42,87253.14,87230.5,87230.51,1.49543
2025-12-30 02:03:00,87230.5,87230.51,87217.09,87217.09,1.07693
2025-12-30 02:04:00,87217.09,87217.1,87210.0,87210.01,1.71243
2025-12-30 02:05:00,87210.01,87210.01,87162.94,87179.14,14.59079
2025-12-30 02:06:00,87179.14,87190.12,87171.72,87190.12,2.5436
2025-12-30 02:07:00,87190.11,87225.82,87173.18,87225.81,8.41813
2025-12-30 02:08:00,87225.81,87225.82,87195.61,87195.61,1.89513
2025-12-30 02:09:00,87195.62,87195.62,87121.48,87121.49,7.43778
2025-12-30 02:10:00,87121.49,87145.14,87100.0,87110.7,6.24229
2025-12-30 02:11:00,87110.7,87138.89,87106.33,87138.89,8.83191
2025-12-30 02:12:00,87138.89,87178.41,87138.89,87160.13,2.93135
2025-12-30 02:13:00,87160.13,87182.73,87160.12,87182.73,1.79988
2025-12-30 02:14:00,87182.73,87218.41,87182.72,87210.86,8.70275
2025-12-30 02:15:00,87210.86,87235.23,87210.85,87224.33,5.07758
2025-12-30 02:16:00,87224.33,87236.2,87224.32,87236.2,1.30484
2025-12-30 02:17:00,87236.2,87269.78,87236.19,87269.78,4.82545
2025-12-30 02:18:00,87269.78,87324.52,87269.78,87324.52,5.26846
2025-12-30 02:19:00,87324.51,87324.52,87302.6,87321.49,6.41063
2025-12-30 02:20:00,87321.49,87347.7,87321.48,87347.69,7.26297
2025-12-30 02:21:00,87347.69,87347.7,87314.48,87314.48,5.50274
2025-12-30 02:22:00,87314.49,87314.49,87273.0,87273.01,7.49781
2025-12-30 02:23:00,87273.01,87291.22,87273.0,87291.21,3.20791
2025-12-30 02:24:00,87291.21,87309.97,87241.71,87258.65,10.67982
2025-12-30 02:25:00,87258.65,87283.87,87258.64,87283.87,8.84024
2025-12-30 02:26:00,87283.99,87284.0,87273.3,87273.3,2.43508
2025-12-30 02:27:00,87273.31,87294.99,87273.3,87294.64,5.6017
2025-12-30 02:28:00,87294.65,87294.65,87259.3,87259.31,5.18374
2025-12-30 02:29:00,87259.3,87259.31,87240.0,87240.0,0.9517
2025-12-30 02:30:00,87240.0,87272.0,87231.11,87269.61,12.75986
2025-12-30 02:31:00,87269.6,87269.61,87242.09,87255.75,2.8909
2025-12-30 02:32:00,87255.75,87255.75,87121.67,87121.67,13.90757
2025-12-30 02:33:00,87121.68,87121.68,87000.0,87092.63,77.49822
2025-12-30 02:34:00,87092.62,87092.63,87000.0,87045.48,7.16282
2025-12-30 02:35:00,87045.48,87117.44,87002.32,87096.53,9.46929
2025-12-30 02:36:00,87096.53,87148.81,87071.39,87134.4,11.54494
2025-12-30 02:37:00,87134.39,87157.08,87095.07,87095.07,3.9186
2025-12-30 02:38:00,87095.06,87121.38,87095.06,87121.37,2.15146
2025-12-30 02:39:00,87121.38,87136.01,87121.37,87134.24,2.72124
2025-12-30 02:40:00,87133.99,87136.48,87007.27,87013.9,13.75442
2025-12-30 02:41:00,87013.89,87054.35,87006.86,87034.07,4.73033
2025-12-30 02:42:00,87034.08,87040.0,87000.0,87040.0,16.35526
2025-12-30 02:43:00,87039.99,87088.0,87039.99,87088.0,3.12492
2025-12-30 02:44:00,87087.99,87157.08,87082.77,87155.97,10.00465
2025-12-30 02:45:00,87155.98,87155.98,87100.0,87100.01,2.81317
2025-12-30 02:46:00,87100.0,87100.01,87062.97,87062.97,3.43254
2025-12-30 02:47:00,87062.98,87062.98,87050.0,87050.0,1.81544
2025-12-30 02:48:00,87050.0,87100.0,87050.0,87065.22,3.10046
2025-12-30 02:49:00,87065.21,87065.22,87040.46,87047.57,7.82255
2025-12-30 02:50:00,87047.58,87060.89,87005.3,87025.98,11.86905
2025-12-30 02:51:00,87025.98,87028.36,86986.82,87028.36,50.22477
2025-12-30 02:52:00,87028.37,87122.0,87028.36,87078.89,15.31036
2025-12-30 02:53:00,87078.89,87112.03,87078.89,87112.03,2.94041
2025-12-30 02:54:00,87112.03,87112.03,87087.62,87087.64,3.55373
2025-12-30 02:55:00,87087.63,87107.87,87087.63,87103.37,2.86925
2025-12-30 02:56:00,87103.38,87107.34,87083.93,87107.34,1.64423
2025-12-30 02:57:00,87107.33,87107.34,87077.36,87084.99,4.41538
2025-12-30 02:58:00,87084.99,87091.5,87074.54,87091.49,4.14746
2025-12-30 02:59:00,87091.5,87111.0,87091.5,87111.0,2.83564
2025-12-30 03:00:00,87110.99,87111.0,87092.62,87092.79,8.29007
2025-12-30 03:01:00,87092.8,87111.0,87092.79,87111.0,1.44275
2025-12-30 03:02:00,87111.0,87111.0,87096.13,87096.14,4.7024
2025-12-30 03:03:00,87096.13,87096.14,87079.5,87079.5,5.61687
2025-12-30 03:04:00,87079.51,87079.51,87055.31,87055.31,1.67143
2025-12-30 03:05:00,87055.31,87062.3,87034.0,87035.2,6.7351
2025-12-30 03:06:00,87035.19,87053.32,87035.19,87053.32,2.15473
2025-12-30 03:07:00,87053.32,87053.32,87024.75,87046.46,6.28717
2025-12-30 03:08:00,87046.47,87060.88,87046.46,87046.46,4.86005
2025-12-30 03:09:00,87046.46,87046.47,87024.76,87024.76,3.807
2025-12-30 03:10:00,87024.77,87024.77,86967.0,86985.0,17.65493
2025-12-30 03:11:00,86984.99,86985.0,86912.0,86926.19,74.7488
2025-12-30 03:12:00,86926.18,86969.84,86926.18,86969.84,4.48358
2025-12-30 03:13:00,86969.84,86969.84,86949.41,86969.68,4.32395
2025-12-30 03:14:00,86969.68,86969.68,86928.18,86928.18,5.92837
2025-12-30 03:15:00,86928.19,86928.19,86845.66,86851.76,40.87255
2025-12-30 03:16:00,86851.77,86926.0,86851.76,86900.9,6.36227
2025-12-30 03:17:00,86900.89,86946.16,86850.38,86855.55,25.6034
2025-12-30 03:18:00,86855.55,86936.35,86855.54,86936.35,6.62251
2025-12-30 03:19:00,86936.35,87024.82,86936.34,87024.81,13.16788
2025-12-30 03:20:00,87024.82,87097.24,87024.81,87060.74,24.60313
2025-12-30 03:21:00,87060.75,87157.08,87042.12,87157.04,14.41932
2025-12-30 03:22:00,87157.05,87157.08,87134.85,87134.85,4.11093
2025-12-30 03:23:00,87134.86,87206.5,87134.85,87180.01,14.54651
2025-12-30 03:24:00,87180.0,87229.24,87166.22,87224.94,6.69757
2025-12-30 03:25:00,87224.95,87297.34,87220.49,87281.98,25.47549
2025-12-30 03:26:00,87281.97,87296.53,87260.21,87296.53,4.45919
2025-12-30 03:27:00,87296.52,87296.53,87234.77,87253.14,8.33879
2025-12-30 03:28:00,87253.15,87291.51,87253.15,87255.64,9.61236
2025-12-30 03:29:00,87255.64,87282.37,87255.63,87281.99,2.30261
2025-12-30 03:30:00,87281.98,87320.0,87281.97,87281.97,16.83097
2025-12-30 03:31:00,87281.98,87281.98,87251.05,87251.05,9.05665
2025-12-30 03:32:00,87251.05,87251.06,87220.5,87225.72,2.3796
2025-12-30 03:33:00,87225.73,87251.05,87225.72,87239.92,2.29525
2025-12-30 03:34:00,87239.91,87269.97,87239.91,87269.96,2.08081
2025-12-30 03:35:00,87269.97,87291.62,87246.0,87246.01,3.03446
2025-12-30 03:36:00,87246.0,87253.75,87224.0,87253.74,2.58412
2025-12-30 03:37:00,87253.74,87253.75,87236.54,87236.55,3.8147
2025-12-30 03:38:00,87236.55,87241.36,87236.54,87241.36,1.93926
2025-12-30 03:39:00,87241.36,87243.78,87241.35,87243.77,4.33098
2025-12-30 03:40:00,87243.78,87254.13,87241.36,87241.37,3.51078
2025-12-30 03:41:00,87241.36,87241.37,87236.99,87237.0,1.90646
2025-12-30 03:42:00,87236.99,87237.0,87219.69,87219.69,3.96244
2025-12-30 03:43:00,87219.69,87261.31,87210.54,87261.31,5.64868
2025-12-30 03:44:00,87261.31,87279.59,87261.3,87279.58,5.35303
2025-12-30 03:45:00,87279.58,87309.95,87279.58,87309.95,6.069
2025-12-30 03:46:00,87309.96,87423.3,87308.24,87308.25,73.89689
2025-12-30 03:47:00,87308.24,87360.64,87265.21,87360.63,13.77736
2025-12-30 03:48:00,87360.63,87386.76,87343.69,87367.27,6.19192
2025-12-30 03:49:00,87367.28,87367.28,87345.57,87360.73,2.90727
2025-12-30 03:50:00,87360.73,87365.85,87322.7,87322.71,3.83929
2025-12-30 03:51:00,87322.7,87338.82,87322.7,87338.8,1.93572
2025-12-30 03:52:00,87338.8,87367.76,87338.8,87367.76,3.09027
2025-12-30 03:53:00,87367.76,87407.57,87367.75,87398.76,6.83178
2025-12-30 03:54:00,87398.77,87421.49,87375.1,87375.1,5.2695
2025-12-30 03:55:00,87375.11,87397.47,87375.1,87397.46,9.37061
2025-12-30 03:56:00,87397.47,87423.65,87392.64,87423.65,3.99769
2025-12-30 03:57:00,87423.65,87423.65,87392.64,87392.64,2.91099
2025-12-30 03:58:00,87392.65,87392.65,87339.24,87346.79,6.83126
2025-12-30 03:59:00,87346.78,87379.0,87346.78,87379.0,3.64242
